amount,hour,merchant_cat,device_type,sender_age_days,receiver_age_days,txn_count_1h,same_device,is_fraud
3233.759808190023,15,0,2,1850,431,0,1,0
1470.470462263236,7,1,0,1808,316,0,1,0
9556.662001956562,11,4,2,1935,492,2,1,0
200000.0,0,6,1,7,2,24,0,1
617.1515538124594,14,0,0,1583,911,0,1,0
15447.740024732058,12,3,1,1276,1733,1,1,0
6516.833854133079,7,8,0,1866,1927,3,1,0
2967.2473619352654,15,6,1,1863,866,3,1,0
19003.595987436427,20,2,0,1396,63,0,1,0
33744.747661747286,6,2,0,1059,1695,2,0,0
12409.891693998823,8,9,1,1781,552,1,1,0
22758.89799690643,15,5,0,1186,1829,4,1,0
8357.758314838948,6,4,0,1140,648,0,1,0
8184.186346006528,18,7,0,1963,299,1,1,0
1652.9636069343724,11,8,0,1749,1518,1,1,0
1788.4538620611017,9,9,0,1737,1317,2,1,0
13938.961870588577,20,8,0,146,178,3,1,0
1540.477595999813,16,6,0,1536,736,4,1,0
1658.7008125902175,8,9,0,912,690,2,1,0
7185.304043263288,12,7,2,1277,1980,2,1,0
511.0329586293405,8,9,0,358,1069,4,1,0
5704.429621300205,16,2,2,817,1446,2,1,0
2616.601443236175,22,8,0,1236,156,3,1,0
4449.998688151373,22,0,0,773,330,0,0,0
3784.913710579593,14,0,2,1853,1147,1,1,0
4073.648136650766,9,3,0,630,1629,0,1,0
5504.7354417097,20,0,1,1469,572,0,1,0
4390.4271020505175,8,3,0,1787,1896,1,1,0
2325.4740108827723,21,1,0,1357,1082,2,1,0
21141.54269012205,6,5,2,1588,228,4,1,0
14399.32505441912,16,4,0,232,1393,3,1,0
48883.27000927138,8,3,0,507,295,3,1,0
2102.688503773343,7,9,0,1448,1419,3,1,0
35151.71963834553,12,9,1,647,217,2,1,0
3700.6519878555882,17,9,0,507,493,4,1,0
980.4960896084419,17,0,0,314,733,0,1,0
5737.912770229274,17,6,0,99,1736,0,1,0
15830.633612052672,8,2,0,1988,638,1,1,0
6378.431079367698,21,4,1,567,1280,2,1,0
4013.379356745,21,6,1,1302,323,1,1,0
8940.88710100597,10,7,0,1760,946,1,1,0
4526.512421702089,17,5,0,781,1352,0,1,0
13023.561970903234,9,8,0,693,1795,2,1,0
5002.115329592849,10,3,0,474,944,2,1,0
11025.819176398725,20,1,0,1805,1939,4,1,0
1402.4101181974124,14,9,0,139,1538,4,1,0
5084.268510938213,16,5,0,1965,1609,4,1,0
105996.00462288395,2,1,0,1,6,14,0,1
4427.042331197842,22,9,1,258,695,1,1,0
1551.2314675937657,18,7,0,1104,391,2,1,0
4510.9611105410595,14,5,1,364,367,0,1,0
31189.032321383886,15,6,0,451,1598,0,1,0
23971.134324402585,12,3,0,124,161,2,1,0
233.4459327734093,8,6,0,1885,1743,2,1,0
61598.872622743744,5,3,1,14,4,20,0,1
1584.7914347693124,22,1,1,1685,1420,2,1,0
2001.1762563878578,22,7,0,752,1803,2,1,0
2132.1131710760606,6,9,0,567,714,4,1,0
5358.5049497882765,13,1,1,322,623,2,1,0
3873.6173642174663,21,7,2,1085,834,0,1,0
15050.501796620712,18,9,1,684,1639,0,1,0
4683.734920822797,11,7,0,1707,799,0,1,0
19540.968907108552,16,1,1,1337,741,3,1,0
9374.406333479776,11,5,0,853,1787,2,1,0
434.89827944624216,11,3,0,1555,1130,2,1,0
6686.1290888657995,17,4,0,1539,1144,1,1,0
1507.1957540857784,17,4,0,65,267,4,1,0
33966.308777803,22,9,0,984,1809,4,1,0
8738.920849040063,10,5,0,398,1677,2,1,0
5158.018651151615,19,3,2,625,1584,4,1,0
4976.104703107007,15,5,0,990,1698,1,1,0
1924.8994455135314,13,7,0,68,1819,0,1,0
7735.343350608143,19,7,0,871,140,3,1,0
2436.497185929619,9,2,1,961,659,3,1,0
3847.2646670123177,14,3,0,1722,39,0,1,0
2814.966998115302,20,9,0,1940,1743,0,1,0
2508.553141435733,14,9,1,164,1525,3,1,0
3542.8456629450743,16,6,0,900,145,2,1,0
21756.074578392563,18,2,0,1552,1151,2,1,0
2009.7448144621503,15,3,0,1727,1932,4,1,0
49414.38301989617,14,4,0,567,265,1,0,0
23718.342482220858,12,2,0,867,998,1,1,0
12277.354891745857,21,6,2,878,239,3,1,0
7290.988428700377,21,1,0,71,562,4,1,0
2770.6843764465625,22,6,0,371,89,4,1,0
3569.204919882324,15,3,0,1461,1188,0,1,0
26878.90694314432,11,1,0,275,1045,0,1,0
1115.6491402152158,13,5,0,325,646,3,1,0
3699.7088650605865,17,6,0,1754,368,0,1,0
23557.56054208195,21,5,2,245,1146,0,1,0
5415.986272138975,20,6,0,316,330,2,1,0
9062.296993292051,17,9,0,1872,1058,0,1,0
1823.2724004794743,16,7,0,1636,169,0,1,0
16128.122998642375,11,3,0,810,1991,1,1,0
3782.422160282868,8,1,0,763,577,3,1,0
1635.2341175574077,7,7,2,1547,344,4,1,0
4540.469819287102,14,5,2,1740,1333,1,1,0
3803.0084097162103,11,9,0,1007,1279,2,1,0
49108.98414664451,7,3,0,549,433,4,1,0
4529.7575352567,17,8,2,317,380,2,1,0
1717.5556098825896,22,0,0,1361,1530,0,1,0
12225.292624205083,13,9,1,1327,1957,0,1,0
2423.274416185373,22,0,0,1841,1153,0,1,0
1479.3664177901442,11,1,0,940,1686,0,1,0
2510.807452509487,18,0,0,1601,900,3,1,0
2251.0105396248923,7,3,0,1799,489,4,1,0
613.0620802674129,20,9,1,1095,222,0,1,0
25823.101335793675,6,0,1,1527,377,2,1,0
3962.288114446293,21,9,0,1482,1307,2,1,0
680.6201998790634,22,0,0,1238,1905,1,1,0
4844.329361772238,9,0,0,1542,284,1,1,0
12887.03528543692,20,7,0,196,1773,3,0,0
5879.3249584808555,19,7,0,1686,1731,1,1,0
748.2899932519825,8,3,0,749,1873,4,1,0
22873.221007327407,22,8,1,346,1258,4,1,0
1248.4700599672437,8,3,0,1201,1310,2,1,0
7601.83698337807,19,0,2,460,1110,1,1,0
16657.449572952413,15,6,0,116,440,2,1,0
6902.799311366789,19,0,0,212,1819,0,1,0
1123.9349140959794,20,8,0,989,1190,1,1,0
941.9730105380625,11,2,0,1902,634,1,1,0
16266.4746767984,15,7,2,1795,152,4,1,0
326.66766754558375,14,8,1,818,874,1,1,0
10092.931931277008,6,7,0,1649,725,4,1,0
7084.471079012017,19,8,2,1457,1660,0,1,0
1332.18743083304,8,4,0,1505,1265,4,1,0
3860.972657703957,17,7,0,395,1186,3,1,0
6246.581518044169,17,8,0,1411,1163,4,1,0
5169.89903846972,6,0,0,712,1667,1,1,0
18357.213869376064,8,9,0,1247,627,2,1,0
2457.6314383606255,18,5,0,777,1264,1,0,0
1721.0432198355168,7,3,0,1704,1012,0,1,0
2746.306867701387,11,3,1,1515,298,4,1,0
9038.731673742726,17,9,0,501,418,2,1,0
2400.8974640114166,21,0,0,1115,317,4,1,0
27877.574898055413,6,3,1,1910,1596,3,1,0
695.897877561707,9,6,0,730,182,0,1,0
4614.990462043742,16,5,0,291,1991,4,1,0
5746.403304220437,15,6,2,1224,772,3,1,0
3332.4063674071276,20,2,1,73,1925,1,1,0
2436.093566731392,19,4,0,751,1194,1,1,0
12846.965903747241,19,4,2,1806,1379,4,1,0
9572.967369851352,20,2,1,1069,1810,0,1,0
1251.1355989620183,13,1,1,553,989,3,1,0
27575.719862838912,22,6,0,95,94,1,0,0
26237.01773939417,21,1,0,806,263,4,1,0
1335.8401758709704,12,0,0,690,1765,1,1,0
9961.498065561535,6,5,0,676,218,1,1,0
15828.845654619154,17,8,0,1225,944,2,1,0
43043.17296363642,16,1,0,135,1208,1,1,0
26772.47216969145,18,7,0,1384,322,0,1,0
32965.09644269143,7,2,0,214,1800,4,1,0
8130.338775069137,20,9,0,986,379,2,1,0
5982.877526259334,11,0,0,436,477,3,1,0
16400.409168264305,19,3,0,53,1159,2,1,0
48081.2855471393,14,4,2,998,569,2,1,0
3449.161416909573,7,0,0,1945,1176,1,1,0
4950.381961490792,9,0,1,967,1517,3,1,0
20503.827278480952,8,5,0,774,795,0,1,0
12071.18713186056,9,5,0,1760,1794,1,1,0
24422.45601959481,11,4,0,218,1690,3,1,0
1666.9637967259498,17,9,0,392,1587,2,1,0
4345.106249808903,12,1,0,734,1886,1,1,0
31906.961613406653,9,8,0,1886,1172,0,1,0
2958.692991900999,9,4,0,1865,494,3,1,0
50245.55653842624,7,4,0,211,1953,2,1,0
7940.48052608598,13,8,0,1295,1130,0,1,0
8854.917938705565,20,5,0,612,570,3,1,0
10532.080207394754,18,9,1,875,675,3,1,0
6035.952736089505,22,2,0,916,969,4,1,0
1962.050828954499,7,1,0,196,458,4,1,0
4656.436573624667,11,6,0,1034,1041,4,1,0
193.8717501534076,10,6,0,520,1894,3,1,0
17505.37716646781,19,0,0,956,1038,2,1,0
9474.425719354476,10,5,0,1214,420,0,1,0
754.5213282360248,9,3,0,475,1797,0,1,0
7772.566052919939,11,5,1,1521,657,0,1,0
27063.801438604507,22,8,2,1716,1588,3,1,0
1214.6439702672428,16,3,0,831,489,0,1,0
8285.851897093858,20,0,0,553,216,1,1,0
9846.907093625838,10,0,2,1038,1778,2,1,0
3022.6034058291257,14,0,0,828,1491,0,1,0
1300.301375987707,6,6,0,1562,695,4,1,0
3682.699234105466,12,4,0,1193,842,0,1,0
1590.3900018018417,19,4,0,1140,1033,2,1,0
1404.3098209206457,12,1,1,798,706,0,1,0
4714.437557200286,12,4,0,426,719,1,1,0
12945.668582505969,17,4,2,1505,1175,4,1,0
682.0208315849235,14,9,0,1432,687,4,1,0
3669.3372904368207,22,6,1,1066,683,3,1,0
1697.5928233830423,7,5,0,1611,586,3,1,0
21073.00045014767,21,8,1,158,409,0,1,0
28136.081132568343,3,9,0,12,6,24,0,1
22092.91681388593,23,7,0,1,4,13,0,1
10038.566535464694,13,2,0,1247,279,0,1,0
2808.0724733906113,20,6,0,554,355,0,1,0
965.8641903684178,19,0,0,1291,1197,0,1,0
14225.946355132903,9,7,0,764,615,1,1,0
2044.9835608870146,12,9,0,701,493,0,0,0
6238.685692560674,8,4,1,726,1629,0,1,0
125684.85427719037,5,9,0,10,0,14,0,1
368.74317709974093,21,1,0,352,1530,4,1,0
1320.185548755464,20,3,0,1448,1940,4,1,0
11049.866129265085,7,0,1,825,79,2,1,0
3812.895206647899,19,6,1,1011,874,3,0,0
989.7493997978808,16,1,0,67,785,4,1,0
3038.883010960446,13,5,0,726,1768,3,1,0
1903.6599764029322,21,3,0,1702,384,0,1,0
18556.791925007125,11,7,0,1731,852,4,1,0
4167.936781353169,22,9,0,1658,169,4,1,0
11377.713533327462,11,9,2,805,865,3,1,0
333.15466914960297,16,6,0,236,307,0,1,0
7079.655557427238,7,1,0,253,339,2,1,0
478.38844804568936,20,6,1,889,222,0,0,0
4479.078374262067,20,5,2,1462,1051,0,1,0
15983.103519972894,11,4,0,1291,1187,3,1,0
3915.2084181913187,12,2,0,1945,1007,2,1,0
2628.433857423312,21,3,0,749,1780,0,1,0
1027.5383623440791,19,4,0,256,1773,3,1,0
5380.192600020001,6,2,0,426,1041,1,1,0
44620.35362453687,14,8,0,210,1646,4,1,0
4344.835876332583,18,1,0,862,1782,0,1,0
4114.666704389139,13,7,2,923,822,3,1,0
19671.009758124037,13,6,0,539,115,3,1,0
9440.063945648139,17,5,0,1366,768,2,1,0
19812.76583398132,12,9,0,1561,1909,1,1,0
14943.089000619653,19,3,1,1177,557,4,1,0
1003.9465264429905,11,9,0,1707,1915,4,1,0
18161.53174977758,22,0,0,698,1808,4,1,0
3756.9751068370215,9,4,1,306,1813,2,1,0
8221.498133716885,7,9,0,1796,1127,3,1,0
8323.11439825607,20,0,0,1836,222,1,1,0
1872.4818943582532,10,0,0,1167,1502,3,1,0
1332.7469354560349,13,5,0,128,1280,3,1,0
6333.8514248470065,9,7,0,1923,116,0,1,0
7276.547924596984,8,8,0,1252,1848,3,1,0
1058.0584438558856,7,4,0,1999,748,0,1,0
88645.57426257362,10,9,2,473,177,1,1,0
13837.57280124135,16,5,0,1117,255,4,1,0
2312.3417105083527,18,4,1,957,1315,1,1,0
3968.1273955115025,20,1,0,1456,1169,4,1,0
4625.922607070228,6,0,2,1642,1602,4,1,0
19154.29867772206,12,4,2,384,59,4,1,0
3230.2978992203516,16,2,1,516,1587,0,1,0
29975.099836296857,16,3,0,281,451,1,1,0
7152.770871773773,15,5,0,638,273,4,1,0
29107.401247821133,21,8,0,1244,595,1,1,0
200.27652294883026,9,9,0,1937,697,3,1,0
10220.559466276774,17,1,1,569,1099,3,1,0
848.8390546073085,18,2,0,1070,1250,4,1,0
13501.449796114524,7,1,1,1601,1546,0,1,0
12870.161776865241,15,3,0,1546,521,1,1,0
11472.08006542549,19,9,0,1138,1250,1,1,0
3311.962376207672,15,7,1,563,1255,3,1,0
1512.6725004123618,8,1,1,682,1428,1,1,0
16089.807624874538,7,8,1,1434,472,2,1,0
3740.9568683113052,15,1,0,1710,148,0,0,0
2735.052780170797,7,5,0,386,1488,1,1,0
3238.8444870237113,17,3,1,270,1122,2,1,0
7392.727104898272,14,8,0,684,902,4,1,0
2836.430963923633,9,1,2,1700,1844,1,1,0
200000.0,21,7,0,1259,1245,0,1,0
7959.318846933795,8,6,0,459,798,4,1,0
30731.346697519348,11,6,0,1878,1828,0,1,0
21668.43332869641,15,9,0,1333,1870,1,1,0
6254.062618714998,16,7,0,1081,1557,1,1,0
55346.64078813239,21,6,2,574,974,3,1,0
4295.843987916171,20,4,0,1486,245,1,1,0
15854.05940434793,8,5,1,282,1804,0,1,0
5729.64288367583,10,5,1,1517,186,1,1,0
25574.868758865505,10,4,0,185,1191,4,1,0
12369.351049386969,8,2,2,1135,1159,0,1,0
16853.049448606875,10,5,2,1033,1172,1,1,0
1048.5159099751052,9,2,0,698,1495,2,1,0
15083.916851469881,4,6,1,6,3,19,0,1
3057.1174312793382,19,6,0,152,1615,4,1,0
12439.963311989542,13,2,1,789,1153,1,1,0
28246.505673040818,16,5,0,122,1432,3,1,0
9772.413576649433,20,2,1,1993,554,2,1,0
2626.2541294919115,16,6,0,1749,1715,3,1,0
5377.143124039876,7,1,0,281,1338,0,1,0
2677.3877552534314,16,0,0,1031,912,3,1,0
7193.208087091016,10,5,1,1346,1816,4,1,0
3303.6056846085166,13,6,2,1198,249,1,1,0
3637.5329104553166,16,9,0,855,151,3,1,0
9931.499946351258,8,8,1,792,1244,2,1,0
4199.13975794423,10,9,0,1188,1853,1,1,0
1760.5266152898403,22,8,0,113,272,1,1,0
19307.547772233,14,5,2,273,722,4,1,0
50465.25340282591,14,8,0,679,1855,1,1,0
16069.796954398693,11,3,2,545,1889,3,1,0
12987.488011586893,6,0,0,1734,70,0,1,0
5232.309164100537,22,4,1,1661,398,0,1,0
1046.0723004420784,17,2,0,1556,816,1,1,0
48286.459410716365,0,5,1,6,3,24,0,1
35652.50595272302,2,8,0,6,7,19,0,1
6804.909093419036,9,3,0,988,95,1,1,0
3214.425589485206,16,6,0,1418,64,0,0,0
7587.870198200082,10,1,0,266,1695,2,1,0
6329.886107660785,17,6,0,977,120,1,1,0
2545.253050674015,10,3,0,1138,1861,3,1,0
15958.959891421657,6,9,0,251,76,1,1,0
4871.106433578327,19,9,1,439,1145,4,1,0
8558.284043330033,7,8,0,1269,1381,2,1,0
1284.617909308828,17,4,0,691,1464,4,1,0
65860.9104276606,23,0,0,12,1,20,0,1
9289.832000695418,16,9,0,1795,1399,2,1,0
3222.5782154089534,11,4,0,1968,1497,1,1,0
3437.535340716297,18,2,0,439,1307,2,1,0
2580.9538724431814,22,6,0,232,683,3,1,0
176.55867250339,22,8,2,725,1456,4,1,0
658.5657879933302,21,4,0,913,621,3,1,0
7909.217898907059,21,6,0,408,1876,1,1,0
439.81059428585445,9,4,1,1448,382,3,1,0
2177.826569108269,13,1,0,340,654,2,1,0
6988.2472032557735,7,1,0,611,265,1,1,0
2892.0127139127176,22,7,0,714,801,2,1,0
85744.11553893944,15,3,0,397,923,2,1,0
3699.94550691114,16,1,0,1430,1235,4,1,0
7834.262469321683,19,0,0,75,1290,4,1,0
13137.312151994263,18,9,0,1077,606,0,1,0
291.137637888725,11,6,0,1347,1766,0,1,0
10923.833967194803,17,7,1,1977,1281,2,1,0
1736.4423842813485,21,8,0,504,1691,3,1,0
914.3913226141237,6,0,0,694,608,4,1,0
1180.2532756540882,12,0,0,1775,1600,1,1,0
773.6492492097261,10,6,0,417,1807,0,1,0
9902.51311938995,8,0,0,574,196,0,1,0
7124.32229547428,13,5,0,953,1218,3,1,0
864.5412111037366,15,7,1,942,1002,2,1,0
21132.74262350163,22,1,2,1834,169,2,1,0
1529.9045091393116,20,5,1,916,759,1,1,0
8587.786096209695,7,0,0,750,1056,3,1,0
2521.4001704060024,18,5,0,1280,597,4,1,0
75496.86622724004,9,5,2,1326,612,3,1,0
1895.1181274700355,8,8,0,661,1949,3,1,0
25250.983638355785,11,8,2,1530,1655,3,1,0
719.4352113161835,6,8,0,710,1157,1,1,0
9296.649379226154,19,8,0,1491,195,1,1,0
29199.37383678184,8,8,2,1116,484,1,1,0
809.5436511861338,6,7,0,1432,755,2,1,0
5099.526943541094,7,9,0,1232,1783,0,1,0
2957.2543760777066,13,7,0,722,1714,0,1,0
5263.712226023559,11,9,0,330,1039,3,1,0
3168.7483199401913,9,3,0,385,630,2,1,0
2260.955595371797,8,3,1,128,1573,0,1,0
13442.640283970539,7,9,0,161,545,3,1,0
730.2032521457105,19,9,0,1890,1500,3,1,0
2739.309136217468,20,3,0,1369,1693,1,1,0
2158.4638232320963,7,8,0,36,468,1,1,0
1823.5212076371545,19,8,0,592,1041,4,1,0
1422.2738951997376,21,9,0,452,42,2,1,0
14539.012407587834,6,7,0,425,1535,0,1,0
22772.74343229002,21,6,2,1218,485,0,1,0
2232.275325135341,6,5,0,860,1453,3,1,0
2929.564060804963,16,7,1,198,1267,3,1,0
5182.105272760136,21,3,0,164,872,0,1,0
1390.8726204184616,20,7,0,791,545,0,1,0
17345.618907383316,17,7,2,94,1032,2,1,0
84680.33350432351,2,0,1,7,4,8,0,1
3440.621832328708,9,6,0,786,1946,1,1,0
1993.337269711211,18,4,2,731,939,1,1,0
5551.0196843799295,19,8,0,617,1582,2,1,0
1827.189785941857,12,7,0,1171,1304,0,1,0
2841.9184877016446,8,5,1,501,1144,0,1,0
1881.3520334528882,8,8,0,595,1031,4,1,0
129335.71333844292,1,4,1,12,9,17,0,1
1005.7002281426751,7,1,1,542,1874,3,1,0
10729.061270842754,6,0,0,744,360,3,1,0
5614.974771372976,20,2,0,1838,1338,1,1,0
8645.372652550366,22,1,0,1193,399,3,1,0
7119.260468428905,9,8,0,1738,831,4,1,0
818.1659567498681,6,0,0,419,1058,4,1,0
14531.18804479919,11,9,0,1416,844,1,1,0
3654.8540704673787,19,4,0,771,1751,4,1,0
2142.185954906285,9,8,0,1804,1506,2,1,0
1672.1599281789029,6,6,1,143,1572,3,1,0
2878.960391347383,19,1,0,1683,1890,1,1,0
13949.382377556993,20,1,0,141,401,4,1,0
3645.170256184118,7,6,0,217,922,0,1,0
664.2915439328133,11,4,0,1817,191,0,1,0
28447.290570817404,19,7,0,1784,988,4,1,0
125457.60863147474,22,5,1,14,1,11,0,1
1021.7689079973387,8,0,0,1807,1915,0,1,0
5489.610193801489,21,7,0,501,1646,3,1,0
1287.7739785571941,8,8,0,1306,788,2,1,0
19134.10807651135,6,2,0,632,1632,1,1,0
17307.31462902289,15,4,0,1996,125,0,1,0
12224.081116633297,13,3,1,1318,231,0,1,0
4971.429698953493,8,9,0,740,670,3,1,0
3987.782238225876,15,3,0,215,462,0,1,0
3006.2147412446025,21,1,0,1185,720,1,1,0
34441.48119851125,20,1,0,545,409,4,1,0
608.743144764728,19,6,1,1779,649,0,1,0
2235.4921224326645,20,0,0,426,1460,2,1,0
1843.1400721812631,7,4,0,1327,1131,2,1,0
2064.0438758994405,16,1,2,1213,1664,3,1,0
183.56342594551347,8,3,0,1171,1884,3,1,0
3711.7993973586144,18,1,0,66,1331,3,1,0
3346.6365623997726,11,0,0,1733,553,1,1,0
17026.8136774031,4,8,1,12,3,23,0,1
2080.861067656925,17,4,1,933,584,4,1,0
326.1972602602056,6,5,0,1684,801,2,1,0
6033.885372623599,14,6,0,145,1922,0,0,0
519.7840293240953,16,6,0,758,1106,3,1,0
1693.8599762417218,8,8,1,944,1845,0,1,0
2245.089411657803,17,5,0,1630,1391,1,1,0
57110.79119578277,19,2,0,1490,147,0,1,0
5435.882739712233,9,6,0,1189,1499,0,1,0
6892.54415628367,22,6,0,132,378,0,0,0
4947.498460726146,13,8,1,794,486,1,1,0
1543.580327958564,7,3,0,1399,211,0,1,0
15525.102430165207,14,7,1,1712,1402,4,1,0
28959.053217297518,15,4,2,1403,546,1,1,0
13178.271335924273,21,6,0,1870,1152,1,1,0
707.6424353457235,19,2,1,1434,1551,2,0,0
19587.81162626338,12,5,0,1710,917,4,1,0
3954.15719365675,8,1,0,483,220,2,1,0
7288.416364095285,9,7,1,1246,1967,2,1,0
7806.176565267686,7,3,0,652,1753,2,1,0
1210.389755711292,13,4,1,1036,1035,3,1,0
19684.947891924934,15,8,2,1031,392,3,1,0
3909.197729278746,7,4,0,269,1905,3,1,0
713.4961397109192,9,2,0,535,564,3,1,0
5801.351317793162,8,8,0,1421,1930,0,1,0
905.109392406783,10,3,0,619,604,3,1,0
10235.58142811921,8,0,0,481,248,4,1,0
4356.793154161566,13,4,0,569,570,0,1,0
9567.083313696803,14,1,0,1362,423,4,1,0
7989.206674754678,14,4,1,605,1853,2,1,0
1886.6172387769361,13,5,0,1444,1224,1,1,0
7494.202042472224,19,2,2,820,1140,1,1,0
6744.35167873228,14,0,2,1612,1525,1,1,0
618.9793938124848,9,8,0,1779,47,3,1,0
12206.159548398855,16,8,1,872,1003,2,1,0
8570.177877744183,17,4,1,1938,564,1,1,0
41700.79494514455,19,5,2,1612,1286,4,1,0
1991.1448262585973,18,6,0,387,581,3,1,0
5147.659104864213,10,7,0,561,1436,4,1,0
6814.446216678496,18,2,0,145,1402,2,1,0
29008.80178140944,15,0,0,221,754,2,1,0
665.0687909954484,15,8,0,1279,437,0,1,0
1724.9081283198236,13,6,0,337,1333,3,1,0
37188.28755074864,13,8,0,1122,1809,4,1,0
17240.158020756655,19,4,0,765,1368,1,1,0
1997.296170255019,8,7,0,129,199,2,1,0
1473.7607050474612,11,3,0,1340,1251,4,1,0
8654.599797239449,13,3,1,617,876,2,1,0
5401.009737175991,10,9,0,71,1711,2,1,0
1071.6496984181335,15,6,0,633,784,4,1,0
2475.9630998380803,13,2,1,1085,1778,1,1,0
2445.3276007184973,18,2,0,1119,1334,4,1,0
7231.123106532438,15,7,1,764,908,3,1,0
8514.118943295782,17,6,0,1359,225,0,1,0
35978.49224036586,22,5,0,1038,1367,2,1,0
1866.9872508408966,14,1,0,1160,408,3,1,0
1489.6139287826718,11,7,0,1524,600,1,1,0
8798.74115509117,16,6,0,1073,964,3,1,0
21510.794318605807,11,0,0,515,1424,3,1,0
8410.683619049989,20,2,0,827,1573,2,1,0
9721.869036871385,13,0,0,871,1971,1,1,0
816.64762555308,16,5,2,94,1441,2,1,0
813.8211033986212,14,5,0,167,231,3,0,0
2831.216895746131,9,0,0,1637,79,0,1,0
518.6672970326607,16,0,0,876,393,4,1,0
2409.8640286677564,19,9,0,1160,1487,3,1,0
2732.8684155835354,17,2,0,1066,1287,0,1,0
5641.587033889872,8,3,2,774,536,1,1,0
8613.273739109934,10,1,0,676,1008,4,1,0
13138.959288867034,16,3,0,1713,896,0,1,0
6470.569477232701,15,1,1,255,1361,0,1,0
9476.276715071286,9,4,0,1489,1235,4,1,0
25842.150234257242,10,4,0,844,1169,2,1,0
2429.81579933723,7,1,0,407,1905,2,1,0
17415.86164779389,9,7,1,98,493,2,1,0
2072.7338596869436,20,7,0,313,846,4,1,0
2301.129886523025,21,9,0,1355,1174,0,1,0
7899.414453957317,20,8,1,976,1824,4,1,0
20592.20229216952,3,2,1,6,8,15,0,1
7643.508800366634,14,0,0,460,463,2,1,0
511.48206163931,11,0,0,567,1987,3,1,0
473.5410431441879,16,6,1,1566,870,3,1,0
1582.3914314029057,10,6,0,1522,1024,0,1,0
1393.8060593896444,20,4,0,943,1427,4,1,0
3015.942009950279,7,2,0,1273,631,1,1,0
10306.816036652459,19,1,1,1506,429,0,1,0
8007.976815271595,18,9,0,835,1664,2,1,0
1491.5603953897732,10,6,0,1091,1888,0,1,0
18702.110325184498,6,9,0,429,337,1,1,0
1225.9184800747005,8,5,2,334,481,4,1,0
1650.9010911497571,10,4,0,744,647,4,1,0
22767.556154055863,16,8,0,929,1962,2,1,0
3408.5154976034282,8,1,1,470,1531,0,1,0
687.2733575483667,14,6,0,1480,303,3,1,0
1456.13240230536,22,4,0,732,1580,2,1,0
6277.953642985705,6,3,0,1092,1058,4,1,0
6511.213160617452,10,6,0,622,1780,1,1,0
1370.0913626284619,9,0,0,284,1795,3,1,0
2324.0223475814523,22,5,1,1320,169,3,0,0
11402.877399667492,14,7,1,1226,998,3,1,0
2909.0074830420904,15,6,1,1535,1578,0,1,0
1450.0173352355685,17,0,0,1926,745,0,1,0
25742.416576559142,21,7,0,576,84,2,1,0
75146.19704712652,14,1,0,1887,256,4,1,0
4462.756606594342,19,6,2,1468,1482,4,1,0
57910.5195568274,5,3,0,8,3,28,0,1
2421.483556422653,12,7,1,334,1035,4,1,0
37851.77622200001,22,8,1,4,4,13,1,1
4989.010849151997,16,4,2,523,1880,2,1,0
3348.9245397656423,8,0,0,1149,976,0,1,0
6079.490513465997,7,8,1,354,118,2,1,0
10891.46634303486,17,5,0,1884,1233,3,1,0
4289.116534635393,9,8,0,390,1568,0,1,0
5524.213125666613,14,7,0,406,1289,4,1,0
3987.626790461102,8,3,0,821,177,4,1,0
3659.516083330114,18,8,1,1069,1776,0,1,0
1779.1786221204322,15,1,1,797,1510,0,1,0
4333.054408256173,21,2,0,1375,303,2,1,0
32692.779028796846,15,2,0,1853,1396,4,1,0
8695.8640911147,7,7,0,891,109,3,1,0
9115.586999762378,16,2,0,1448,1813,4,1,0
29035.539038600284,22,0,1,1184,1243,1,1,0
7743.515977906716,22,1,1,830,296,2,1,0
204.32906198868275,20,1,0,1224,1069,2,1,0
15230.600310034775,13,9,0,1824,887,1,1,0
4327.831295628449,21,3,2,716,1042,1,1,0
917.7542994807316,11,0,1,985,1392,2,1,0
27011.919251792908,10,0,0,930,97,4,1,0
545.8327984718146,16,3,0,1656,436,3,1,0
9245.282501664631,18,6,0,1993,1849,2,1,0
4813.016625854153,20,7,0,1585,776,2,1,0
4089.2744928468583,18,1,0,1459,1348,4,1,0
13518.429370494674,16,2,0,385,1660,4,1,0
1137.0006963440815,7,7,0,438,425,2,0,0
3897.709590416951,6,6,1,323,1572,2,0,0
791.0497570489745,14,6,0,342,552,1,1,0
908.8674351150316,9,8,1,948,1881,2,1,0
6991.085730250276,16,3,0,523,1520,4,1,0
6203.847416743265,18,3,0,1520,307,2,1,0
901.2513155480217,20,0,0,1382,448,2,1,0
7141.283170521447,14,2,0,633,675,3,1,0
17037.760540435687,21,9,0,293,1488,1,1,0
22243.246722990334,0,0,1,3,3,10,0,1
1561.8498350025475,11,1,0,1054,104,0,1,0
2352.181018222046,7,4,0,1958,1109,1,1,0
1749.6662740736692,19,1,0,1209,1155,4,1,0
1340.8880041590571,14,8,2,1178,501,2,1,0
14864.001015994652,16,5,0,87,356,0,1,0
60584.96086519801,22,2,0,1347,252,3,1,0
5095.349423410383,19,8,0,154,971,3,1,0
6102.1863794058645,21,3,1,1204,1403,2,1,0
1556.0950515996192,22,8,1,1819,1729,4,1,0
10120.059055293394,15,6,1,1177,197,0,1,0
992.1068543067613,15,1,0,1927,321,3,1,0
